codigo_producto,volumen_producto_total,volumen_producto_planta_buenos_aires,volumen_producto_planta_curitiba,volumen_producto_planta_santiago,volumen_producto_planta_monterrey,volumen_producto_planta_bakersfield,cantidad_pallets_planta_buenos_aires,cantidad_pallets_planta_curitiba,cantidad_pallets_planta_santiago,cantidad_pallets_planta_monterrey,cantidad_pallets_planta_bakersfield,cantidad_pallets_total,costo_total_planta_buenos_aires,costo_total_planta_curitiba,costo_total_planta_santiago,costo_total_planta_monterrey,costo_total_planta_bakersfield,costo_pallets_planta_buenos_aires,costo_pallets_planta_curitiba,costo_pallets_planta_santiago,costo_pallets_planta_monterrey,costo_pallets_planta_bakersfield,costo_pallets_total,costo_total
BR0176,18642,2911,6628,4338,2185,2580,37,83,55,28,33,236,2081.365,3877.38,2819.7000000000003,1562.275,1844.7,5550,12450,8250,4200,4950,35400,12185.419999999998
BR0177,2754,430,979,641,323,381,6,13,9,5,5,38,307.45,572.7149999999999,416.65,230.945,272.415,900,1950,1350,750,750,5700,1800.175
BR0178,75216,11746,26742,17502,8815,10411,147,335,219,111,131,943,7634.900000000001,15644.07,10238.67,5729.75,6767.150000000001,22050,50250,32850,16650,19650,141450,46014.54
BR0179,26499,4138,9421,6166,3106,3668,48,108,71,36,42,305,3186.26,7254.17,4747.82,2391.62,2824.36,7200,16200,10650,5400,6300,45750,20404.23
BR0180,34641,5409,12316,8061,4060,4795,68,154,101,51,60,434,3867.435,7204.86,5239.650000000001,2902.9,3428.425,10200,23100,15150,7650,9000,65100,22643.27
BR0181,32410,5061,11523,7542,3798,4486,64,145,95,48,57,409,3618.615,6740.955,4902.3,2715.57,3207.49,9600,21750,14250,7200,8550,61350,21184.93
BR0182,338761,52901,120441,78828,39703,46888,945,2151,1408,709,838,6051,30947.085,62629.32,46114.38,25806.95,30477.2,141750,322650,211200,106350,125700,907650,195974.93500000003
BR0183,38855,0,0,38855,0,0,0,0,694,0,0,694,0.0,0.0,22730.175,0.0,0.0,0,0,104100,0,0,104100,22730.175
BR0184,5895,0,3230,2665,0,0,0,51,42,0,0,93,0.0,2487.1,2052.05,0.0,0.0,0,7650,6300,0,0,13950,4539.15
BR0185,47249,0,0,47249,0,0,0,0,985,0,0,985,0.0,0.0,21498.295,0.0,0.0,0,0,147750,0,0,147750,21498.295
BR0186,79871,0,2196,77675,0,0,0,35,1214,0,0,1249,0.0,1383.48,43498.00000000001,0.0,0.0,0,5250,182100,0,0,187350,44881.48000000001
BR0187,614,614,0,0,0,0,13,0,0,0,0,13,439.01,0.0,0.0,0.0,0.0,1950,0,0,0,0,1950,439.01
BR0188,170713,26659,60694,39724,20008,23628,417,949,621,313,370,2670,17328.350000000002,35505.99,25820.6,13005.2,15358.2,62550,142350,93150,46950,55500,400500,107018.34
BR0189,560602,0,560602,0,0,0,0,10011,0,0,0,10011,0.0,255073.91,0.0,0.0,0.0,0,1501650,0,0,0,1501650,255073.91
BR0189,553793,0,553793,0,0,0,0,9890,0,0,0,9890,0.0,251975.815,0.0,0.0,0.0,0,1483500,0,0,0,1483500,251975.815
BR0190,17369,0,17369,0,0,0,0,311,0,0,0,311,0.0,7902.895,0.0,0.0,0.0,0,46650,0,0,0,46650,7902.895
BR0191,88246,40731,0,47515,0,0,728,0,849,0,0,1577,21180.12,0.0,27796.275,0.0,0.0,109200,0,127350,0,0,236550,48976.395
BR0192,93784,0,0,0,0,93784,0,0,0,0,1466,1466,0.0,0.0,0.0,0.0,59083.92,0,0,0,0,219900,219900,59083.92
BR0193,352706,0,0,264390,0,88316,0,0,5509,0,1840,7349,0.0,0.0,120297.45,0.0,45924.32,0,0,826350,0,276000,1102350,166221.77
BR0193,331411,0,0,248427,0,82984,0,0,5176,0,1729,6905,0.0,0.0,113034.285,0.0,43151.68,0,0,776400,0,259350,1035750,156185.965
BR0194,48228,7531,17147,11223,5652,6675,157,358,234,118,140,1007,5384.665,10030.995,8024.445,4041.18,4772.625,23550,53700,35100,17700,21000,151050,32253.91
BR0195,315717,0,0,0,0,315717,0,0,0,0,6578,6578,0.0,0.0,0.0,0.0,143651.23500000002,0,0,0,0,986700,986700,143651.23500000002
BR0195,325352,0,0,0,0,325352,0,0,0,0,6779,6779,0.0,0.0,0.0,0.0,148035.16,0,0,0,0,1016850,1016850,148035.16
BR0196,31013,0,0,0,0,31013,0,0,0,0,647,647,0.0,0.0,0.0,0.0,21709.1,0,0,0,0,97050,97050,21709.1
BR0197,61138,61138,0,0,0,0,956,0,0,0,0,956,38516.94,0.0,0.0,0.0,0.0,143400,0,0,0,0,143400,38516.94
BR0198,216760,216760,0,0,0,0,3011,0,0,0,0,3011,104044.8,0.0,0.0,0.0,0.0,451650,0,0,0,0,451650,104044.8
BR0199,43003,43003,0,0,0,0,768,0,0,0,0,768,24081.680000000004,0.0,0.0,0.0,0.0,115200,0,0,0,0,115200,24081.680000000004
BR0200,70691,70691,0,0,0,0,982,0,0,0,0,982,39586.96000000001,0.0,0.0,0.0,0.0,147300,0,0,0,0,147300,39586.96000000001
BR0201,18969,18969,0,0,0,0,297,0,0,0,0,297,12329.85,0.0,0.0,0.0,0.0,44550,0,0,0,0,44550,12329.85
BR0202,81074,81074,0,0,0,0,1014,0,0,0,0,1014,51076.62,0.0,0.0,0.0,0.0,152100,0,0,0,0,152100,51076.62
BR0203,319106,22211,0,0,296895,0,348,0,0,4639,0,4987,14437.15,0.0,0.0,135087.225,0.0,52200,0,0,695850,0,748050,149524.375
BR0204,76437,0,0,0,76437,0,0,0,0,1365,0,1365,0.0,0.0,0.0,34778.835,0.0,0,0,0,204750,0,204750,34778.835
BR0205,322395,0,42942,279453,0,0,0,767,4991,0,0,5758,0.0,27053.46,136931.97,0.0,0.0,0,115050,748650,0,0,863700,163985.43
BR0206,540468,0,58719,481749,0,0,0,918,7528,0,0,8446,0.0,32882.64000000001,236057.01,0.0,0.0,0,137700,1129200,0,0,1266900,268939.65
BR0207,738947,0,17685,721262,0,0,0,277,11270,0,0,11547,0.0,9903.6,353418.38,0.0,0.0,0,41550,1690500,0,0,1732050,363321.98
BR0208,8399,0,0,8399,0,0,0,0,150,0,0,150,0.0,0.0,3821.545,0.0,0.0,0,0,22500,0,0,22500,3821.545
BR0209,18727,2924,6658,4358,2195,2592,41,93,61,31,36,262,2251.48,5126.66,3355.66,1690.15,1451.5200000000002,6150,13950,9150,4650,5400,39300,13875.47
BR0209,20283,3168,7211,4720,2377,2807,44,101,66,34,39,284,2439.36,5552.47,3634.4,1830.29,2161.39,6600,15150,9900,5100,5850,42600,15617.91
BR0210,61059,0,0,0,0,61059,0,0,0,0,764,764,0.0,0.0,0.0,0.0,34193.04,0,0,0,0,114600,114600,34193.04
BR0211,47588,0,0,0,0,47588,0,0,0,0,595,595,0.0,0.0,0.0,0.0,26649.28,0,0,0,0,89250,89250,26649.28
BR0212,41492,0,0,0,0,41492,0,0,0,0,1297,1297,0.0,0.0,0.0,0.0,29044.4,0,0,0,0,194550,194550,29044.4
BR0213,48018,0,48018,0,0,0,0,751,0,0,0,751,0.0,28090.53,0.0,0.0,0.0,0,112650,0,0,0,112650,28090.53
BR0214,30969,0,30969,0,0,0,0,431,0,0,0,431,0.0,18116.865,0.0,0.0,0.0,0,64650,0,0,0,64650,18116.865
BR0215,3685,0,3685,0,0,0,0,52,0,0,0,52,0.0,2155.725,0.0,0.0,0.0,0,7800,0,0,0,7800,2155.725
BR0216,39557,0,39557,0,0,0,0,495,0,0,0,495,0.0,23140.845,0.0,0.0,0.0,0,74250,0,0,0,74250,23140.845
BR0217,28667,0,28667,0,0,0,0,359,0,0,0,359,0.0,18633.55,0.0,0.0,0.0,0,53850,0,0,0,53850,18633.55
BR0218,1962,0,0,0,0,1962,0,0,0,0,25,25,0.0,0.0,0.0,0.0,1510.74,0,0,0,0,3750,3750,1510.74
BR0219,50402,0,50402,0,0,0,0,631,0,0,0,631,0.0,29485.17,0.0,0.0,0.0,0,94650,0,0,0,94650,29485.17
BR0220,34704,0,34704,0,0,0,0,482,0,0,0,482,0.0,18046.08,0.0,0.0,0.0,0,72300,0,0,0,72300,18046.08
BR0221,234214,0,75581,158633,0,0,0,1050,2204,0,0,3254,0.0,44214.885,82489.16,0.0,0.0,0,157500,330600,0,0,488100,126704.045
BR0222,59044,0,59044,0,0,0,0,923,0,0,0,923,0.0,30702.88,0.0,0.0,0.0,0,138450,0,0,0,138450,30702.88
BR0223,55345,0,48316,7029,0,0,0,672,98,0,0,770,0.0,25124.32,4111.965,0.0,0.0,0,100800,14700,0,0,115500,29236.285
BR0224,36919,0,36919,0,0,0,0,420,0,0,0,420,0.0,23997.35,0.0,0.0,0.0,0,63000,0,0,0,63000,23997.35
BR0225,76037,0,76037,0,0,0,0,865,0,0,0,865,0.0,47903.31,0.0,0.0,0.0,0,129750,0,0,0,129750,47903.31
BR0226,21489,0,7303,14186,0,0,0,102,198,0,0,300,0.0,3797.56,8298.81,0.0,0.0,0,15300,29700,0,0,45000,12096.37
BR0227,65067,0,65067,0,0,0,0,904,0,0,0,904,0.0,40992.21,0.0,0.0,0.0,0,135600,0,0,0,135600,40992.21
BR0228,35941,0,5834,30107,0,0,0,82,419,0,0,501,0.0,3033.6800000000003,17612.594999999998,0.0,0.0,0,12300,62850,0,0,75150,20646.275
BR0229,163735,0,143834,19901,0,0,0,2248,311,0,0,2559,0.0,74793.68000000001,14229.215,0.0,0.0,0,337200,46650,0,0,383850,89022.895
BR0230,2226,0,511,1715,0,0,0,6,18,0,0,24,0.0,365.365,1226.225,0.0,0.0,0,900,2700,0,0,3600,1591.59
BR0231,1903,0,0,1903,0,0,0,0,24,0,0,24,0.0,0.0,1360.645,0.0,0.0,0,0,3600,0,0,3600,1360.645
BR0232,11594,0,0,11594,0,0,0,0,242,0,0,242,0.0,0.0,5681.06,0.0,0.0,0,0,36300,0,0,36300,5681.06
BR0233,443344,0,0,443344,0,0,0,0,9237,0,0,9237,0.0,0.0,230538.88,0.0,0.0,0,0,1385550,0,0,1385550,230538.88
BR0234,62226,0,62226,0,0,0,0,865,0,0,0,865,0.0,32357.52,0.0,0.0,0.0,0,129750,0,0,0,129750,32357.52
BR0235,11326,11326,0,0,0,0,236,0,0,0,0,236,7475.160000000001,0.0,0.0,0.0,0.0,35400,0,0,0,0,35400,7475.160000000001
BR0236,86330,86330,0,0,0,0,1799,0,0,0,0,1799,46618.2,0.0,0.0,0.0,0.0,269850,0,0,0,0,269850,46618.2
BR0237,16763,0,0,16763,0,0,0,0,300,0,0,300,0.0,0.0,12907.51,0.0,0.0,0,0,45000,0,0,45000,12907.51
BR0238,38285,0,0,38285,0,0,0,0,798,0,0,798,0.0,0.0,26799.5,0.0,0.0,0,0,119700,0,0,119700,26799.5
BR0239,1535191,0,1165678,369513,0,0,0,24285,7699,0,0,31984,0.0,571182.22,206927.28000000003,0.0,0.0,0,3642750,1154850,0,0,4797600,778109.5
BR0240,146138,0,110963,35175,0,0,0,2312,733,0,0,3045,0.0,54371.87,19698.000000000004,0.0,0.0,0,346800,109950,0,0,456750,74069.87000000001
BR0241,21329,0,21329,0,0,0,0,445,0,0,0,445,0.0,14930.3,0.0,0.0,0.0,0,66750,0,0,0,66750,14930.3
BR0242,102787,0,102787,0,0,0,0,2142,0,0,0,2142,0.0,57560.72000000001,0.0,0.0,0.0,0,321300,0,0,0,321300,57560.72000000001
BR0243,881020,0,0,881020,0,0,0,0,18355,0,0,18355,0.0,0.0,431699.8,0.0,0.0,0,0,2753250,0,0,2753250,431699.8
BR0244,547895,0,0,547895,0,0,0,0,11415,0,0,11415,0.0,0.0,268468.55,0.0,0.0,0,0,1712250,0,0,1712250,268468.55
BR0245,20724,20724,0,0,0,0,371,0,0,0,0,371,12434.4,0.0,0.0,0.0,0.0,55650,0,0,0,0,55650,12434.4
BR0246,153351,153351,0,0,0,0,2739,0,0,0,0,2739,73608.48,0.0,0.0,0.0,0.0,410850,0,0,0,0,410850,73608.48
BR0247,660788,0,660788,0,0,0,0,16520,0,0,0,16520,0.0,323786.12,0.0,0.0,0.0,0,2478000,0,0,0,2478000,323786.12
BR0248,576148,576148,0,0,0,0,14404,0,0,0,0,14404,241982.16,0.0,0.0,0.0,0.0,2160600,0,0,0,0,2160600,241982.16
BR0249,282539,0,282539,0,0,0,0,5887,0,0,0,5887,0.0,138444.11,0.0,0.0,0.0,0,883050,0,0,0,883050,138444.11
BR0250,13200,0,13200,0,0,0,0,275,0,0,0,275,0.0,6468.0,0.0,0.0,0.0,0,41250,0,0,0,41250,6468.0
BR0251,120133,0,120133,0,0,0,0,3004,0,0,0,3004,0.0,58865.17,0.0,0.0,0.0,0,450600,0,0,0,450600,58865.17
BR0252,1170624,0,1170624,0,0,0,0,29266,0,0,0,29266,0.0,573605.76,0.0,0.0,0.0,0,4389900,0,0,0,4389900,573605.76
BR0253,1913149,1913149,0,0,0,0,47829,0,0,0,0,47829,803522.58,0.0,0.0,0.0,0.0,7174350,0,0,0,0,7174350,803522.58
BR0253,2048184,2048184,0,0,0,0,51205,0,0,0,0,51205,860237.2799999999,0.0,0.0,0.0,0.0,7680750,0,0,0,0,7680750,860237.2799999999
BR0254,39317,39317,0,0,0,0,983,0,0,0,0,983,16513.14,0.0,0.0,0.0,0.0,147450,0,0,0,0,147450,16513.14
BR0255,707459,0,0,0,0,707459,0,0,0,0,22109,22109,0.0,0.0,0.0,0.0,346654.91,0,0,0,0,3316350,3316350,346654.91
BR0256,408317,0,0,0,0,408317,0,0,0,0,12760,12760,0.0,0.0,0.0,0.0,228657.52,0,0,0,0,1914000,1914000,228657.52
BR0257,115702,0,62721,52981,0,0,0,1307,1104,0,0,2411,0.0,30733.29,33378.03,0.0,0.0,0,196050,165600,0,0,361650,64111.32
BR0258,128636,0,128636,0,0,0,0,2680,0,0,0,2680,0.0,63031.64,0.0,0.0,0.0,0,402000,0,0,0,402000,63031.64
BR0259,38639,0,38639,0,0,0,0,690,0,0,0,690,0.0,27047.3,0.0,0.0,0.0,0,103500,0,0,0,103500,27047.3
BR0260,16557,0,0,0,16557,0,0,0,0,259,0,259,0.0,0.0,0.0,7533.435,0.0,0,0,0,38850,0,38850,7533.435
BR0261,28626,0,24918,3708,0,0,0,390,58,0,0,448,0.0,11337.69,1928.16,0.0,0.0,0,58500,8700,0,0,67200,13265.85
BR0262,9883,0,9883,0,0,0,0,155,0,0,0,155,0.0,4496.765,0.0,0.0,0.0,0,23250,0,0,0,23250,4496.765
BR0263,47162,47162,0,0,0,0,737,0,0,0,0,737,33013.4,0.0,0.0,0.0,0.0,110550,0,0,0,0,110550,33013.4
BR0264,163709,96397,0,0,67312,0,1507,0,0,1052,0,2559,53982.32000000001,0.0,0.0,37694.72,0.0,226050,0,0,157800,0,383850,91677.04
BR0265,68585,0,0,68585,0,0,0,0,953,0,0,953,0.0,0.0,43208.55,0.0,0.0,0,0,142950,0,0,142950,43208.55
BR0266,32727,0,32727,0,0,0,0,682,0,0,0,682,0.0,17018.04,0.0,0.0,0.0,0,102300,0,0,0,102300,17018.04
BR0267,161176,0,0,161176,0,0,0,0,4030,0,0,4030,0.0,0.0,90258.56,0.0,0.0,0,0,604500,0,0,604500,90258.56
BR0268,327106,167630,0,0,159476,0,2329,0,0,2215,0,4544,82138.7,0.0,0.0,89306.56000000001,0.0,349350,0,0,332250,0,681600,171445.26
BR0269,91498,47704,0,0,43794,0,663,0,0,609,0,1272,30053.52,0.0,0.0,30655.8,0.0,99450,0,0,91350,0,190800,60709.32
BR0270,50204,0,32403,17801,0,0,0,507,279,0,0,786,0.0,22682.1,13706.77,0.0,0.0,0,76050,41850,0,0,117900,36388.87
BR0271,51599,0,27922,23677,0,0,0,437,370,0,0,807,0.0,15636.320000000002,11601.73,0.0,0.0,0,65550,55500,0,0,121050,27238.050000000003
BR0272,39097,0,0,39097,0,0,0,0,699,0,0,699,0.0,0.0,27367.9,0.0,0.0,0,0,104850,0,0,104850,27367.9
BR0273,26831,0,20493,6338,0,0,0,321,100,0,0,421,0.0,12910.59,4436.599999999999,0.0,0.0,0,48150,15000,0,0,63150,17347.19
BR0274,19222,0,14930,4292,0,0,0,312,90,0,0,402,0.0,11496.1,2703.96,0.0,0.0,0,46800,13500,0,0,60300,14200.06
BR0275,61369,0,61369,0,0,0,0,768,0,0,0,768,0.0,38662.47,0.0,0.0,0.0,0,115200,0,0,0,115200,38662.47
BR0276,66448,0,66448,0,0,0,0,831,0,0,0,831,0.0,32559.52,0.0,0.0,0.0,0,124650,0,0,0,124650,32559.52
BR0277,79676,0,0,79676,0,0,0,0,1660,0,0,1660,0.0,0.0,39041.24,0.0,0.0,0,0,249000,0,0,249000,39041.24
BR0278,68416,0,0,68416,0,0,0,0,1426,0,0,1426,0.0,0.0,33523.84,0.0,0.0,0,0,213900,0,0,213900,33523.84
BR0279,90724,0,0,90724,0,0,0,0,1891,0,0,1891,0.0,0.0,57156.12,0.0,0.0,0,0,283650,0,0,283650,57156.12
BR0280,87449,0,0,87449,0,0,0,0,1822,0,0,1822,0.0,0.0,42850.01,0.0,0.0,0,0,273300,0,0,273300,42850.01
BR0281,19900,19900,0,0,0,0,356,0,0,0,0,356,13134.0,0.0,0.0,0.0,0.0,53400,0,0,0,0,53400,13134.0
BR0282,19984,3121,7105,4650,2342,2766,66,149,97,49,58,419,2231.515,5080.075,3324.75,1674.53,1977.69,9900,22350,14550,7350,8700,62850,14288.56
BR0283,25144,0,25144,0,0,0,0,449,0,0,0,449,0.0,17600.8,0.0,0.0,0.0,0,67350,0,0,0,67350,17600.8
BR0284,57430,57430,0,0,0,0,898,0,0,0,0,898,36180.9,0.0,0.0,0.0,0.0,134700,0,0,0,0,134700,36180.9
BR0285,8419,1315,2993,1959,987,1165,17,38,25,13,15,108,1012.55,2304.61,1234.17,759.99,897.0500000000001,2550,5700,3750,1950,2250,16200,6208.37
BR0286,2671,417,950,621,313,370,6,14,9,5,6,40,321.09000000000003,731.5,478.17,241.01,284.90000000000003,900,2100,1350,750,900,6000,2056.67
BR0287,110857,0,0,110857,0,0,0,0,2310,0,0,2310,0.0,0.0,54319.93,0.0,0.0,0,0,346500,0,0,346500,54319.93
BR0288,127450,19903,45313,29657,14937,17640,311,709,464,234,276,1994,14230.645,29453.45,19277.05,10679.955,12612.6,46650,106350,69600,35100,41400,299100,86253.70000000001
BR0289,46462,0,0,0,0,46462,0,0,0,0,726,726,0.0,0.0,0.0,0.0,32523.4,0,0,0,0,108900,108900,32523.4
BR0290,34241,0,34241,0,0,0,0,714,0,0,0,714,0.0,20030.985,0.0,0.0,0.0,0,107100,0,0,0,107100,20030.985
BR0291,53472,0,0,0,0,53472,0,0,0,0,743,743,0.0,0.0,0.0,0.0,31281.12,0,0,0,0,111450,111450,31281.12
BR0292,61797,0,61797,0,0,0,0,1288,0,0,0,1288,0.0,36151.245,0.0,0.0,0.0,0,193200,0,0,0,193200,36151.245
BR0293,65498,0,0,0,0,65498,0,0,0,0,1170,1170,0.0,0.0,0.0,0.0,41263.74,0,0,0,0,175500,175500,41263.74
BR0294,8197,0,0,0,0,8197,0,0,0,0,114,114,0.0,0.0,0.0,0.0,5860.855,0,0,0,0,17100,17100,5860.855
BR0295,27938,0,27938,0,0,0,0,499,0,0,0,499,0.0,14527.76,0.0,0.0,0.0,0,74850,0,0,0,74850,14527.76
BR0296,42128,0,0,0,0,42128,0,0,0,0,753,753,0.0,0.0,0.0,0.0,21906.56,0,0,0,0,112950,112950,21906.56
BR0297,112903,0,0,0,0,112903,0,0,0,0,1283,1283,0.0,0.0,0.0,0.0,63225.68000000001,0,0,0,0,192450,192450,63225.68000000001
BR0298,28852,0,0,0,0,28852,0,0,0,0,328,328,0.0,0.0,0.0,0.0,20196.4,0,0,0,0,49200,49200,20196.4
BR0299,10947,0,0,0,0,10947,0,0,0,0,196,196,0.0,0.0,0.0,0.0,8429.19,0,0,0,0,29400,29400,8429.19
BR0300,537174,0,166453,370721,0,0,0,2601,5793,0,0,8394,0.0,93213.68,207603.76,0.0,0.0,0,390150,868950,0,0,1259100,300817.44
BR0301,84080,0,0,0,84080,0,0,0,0,1752,0,1752,0.0,0.0,0.0,52970.4,0.0,0,0,0,262800,0,262800,52970.4
BR0302,743209,662841,80368,0,0,0,10357,1256,0,0,0,11613,324792.09,50631.84,0.0,0.0,0.0,1553550,188400,0,0,0,1741950,375423.93
BR0303,9612,9612,0,0,0,0,101,0,0,0,0,101,5767.2,0.0,0.0,0.0,0.0,15150,0,0,0,0,15150,5767.2
BR0304,151589,23672,53895,35274,17766,20982,296,674,441,223,263,1897,15386.8,31528.575,20635.29,11547.9,13638.3,44400,101100,66150,33450,39450,284550,92736.865
BR0305,28870,0,0,28870,0,0,0,0,602,0,0,602,0.0,0.0,20209.0,0.0,0.0,0,0,90300,0,0,90300,20209.0
BR0306,890712,890712,0,0,0,0,18557,0,0,0,0,18557,436448.88,0.0,0.0,0.0,0.0,2783550,0,0,0,0,2783550,436448.88
BR0307,36192,36192,0,0,0,0,754,0,0,0,0,754,25334.4,0.0,0.0,0.0,0.0,113100,0,0,0,0,113100,25334.4
BR0308,32017,32017,0,0,0,0,501,0,0,0,0,501,22411.9,0.0,0.0,0.0,0.0,75150,0,0,0,0,75150,22411.9
BR0309,77493,0,0,77493,0,0,0,0,969,0,0,969,0.0,0.0,48820.59,0.0,0.0,0,0,145350,0,0,145350,48820.59
BR0310,84202,13149,29937,19594,9868,11654,274,624,409,206,243,1756,9401.535,15567.24,10188.88,7055.62,8332.609999999999,41100,93600,61350,30900,36450,263400,50545.885
BR0310,93171,14550,33125,21680,10920,12896,304,691,452,228,269,1944,10403.25,21531.25,14092.0,7807.799999999999,9220.64,45600,103650,67800,34200,40350,291600,63054.94
BR0311,56338,8798,20030,13109,6603,7798,138,313,205,104,122,882,5718.7,11717.55,8520.85,4291.95,5068.7,20700,46950,30750,15600,18300,132300,35317.75
BR0312,56648,8846,20140,13182,6639,7841,139,315,206,104,123,887,5749.900000000001,11781.9,8568.300000000001,4315.35,5096.650000000001,20850,47250,30900,15600,18450,133050,35512.1
BR0313,99361,15516,35326,23121,11645,13753,243,552,362,182,215,1554,10085.4,20665.71,15028.65,7569.25,8939.45,36450,82800,54300,27300,32250,233100,62288.46000000001
BR0314,449345,0,0,11770,0,437575,0,0,164,0,6078,6242,0.0,0.0,9062.9,0.0,245042.00000000003,0,0,24600,0,911700,936300,254104.9
BR0314,438153,0,0,11477,0,426676,0,0,160,0,5927,6087,0.0,0.0,8837.29,0.0,238938.56000000003,0,0,24000,0,889050,913050,247775.85000000003
BR0315,76559,0,0,76559,0,0,0,0,957,0,0,957,0.0,0.0,48232.17,0.0,0.0,0,0,143550,0,0,143550,48232.17
BR0316,57896,41815,0,0,16081,0,523,0,0,202,0,725,26343.45,0.0,0.0,12382.37,0.0,78450,0,0,30300,0,108750,38725.82
BR0317,58373,51399,0,0,0,6974,643,0,0,0,88,731,32381.37,0.0,0.0,0.0,5369.9800000000005,96450,0,0,0,13200,109650,37751.35
BR0318,23876,3728,8489,5556,2798,3305,59,133,87,44,52,375,2870.56,6536.53,4278.12,2154.46,2544.85,8850,19950,13050,6600,7800,56250,18384.52
BR0319,24396,19886,0,0,0,4510,249,0,0,0,57,306,15312.22,0.0,0.0,0.0,3472.7000000000003,37350,0,0,0,8550,45900,18784.92
BR0320,10948,0,10948,0,0,0,0,172,0,0,0,172,0.0,8429.960000000001,0.0,0.0,0.0,0,25800,0,0,0,25800,8429.960000000001
BR0321,279675,0,0,0,279675,0,0,0,0,4995,0,4995,0.0,0.0,0.0,156618.00000000003,0.0,0,0,0,749250,0,749250,156618.00000000003
BR0322,466351,0,0,466351,0,0,0,0,8328,0,0,8328,0.0,0.0,228511.99,0.0,0.0,0,0,1249200,0,0,1249200,228511.99
BR0323,12817,0,0,12817,0,0,0,0,229,0,0,229,0.0,0.0,9164.155,0.0,0.0,0,0,34350,0,0,34350,9164.155
BR0324,142401,0,83217,0,0,59184,0,1156,0,0,822,1978,0.0,46601.52,0.0,0.0,37285.92,0,173400,0,0,123300,296700,83887.44
BR0325,51347,0,0,51347,0,0,0,0,1070,0,0,1070,0.0,0.0,26700.44,0.0,0.0,0,0,160500,0,0,160500,26700.44
BR0326,65147,0,65147,0,0,0,0,1358,0,0,0,1358,0.0,41042.61,0.0,0.0,0.0,0,203700,0,0,0,203700,41042.61
BR0327,58364,0,58364,0,0,0,0,1216,0,0,0,1216,0.0,36769.32,0.0,0.0,0.0,0,182400,0,0,0,182400,36769.32
BR0328,36180,0,36180,0,0,0,0,566,0,0,0,566,0.0,22793.4,0.0,0.0,0.0,0,84900,0,0,0,84900,22793.4
BR0329,33395,0,33395,0,0,0,0,597,0,0,0,597,0.0,18701.2,0.0,0.0,0.0,0,89550,0,0,0,89550,18701.2
BR0330,36080,0,36080,0,0,0,0,564,0,0,0,564,0.0,22730.4,0.0,0.0,0.0,0,84600,0,0,0,84600,22730.4
BR0331,28544,0,28544,0,0,0,0,510,0,0,0,510,0.0,15984.64,0.0,0.0,0.0,0,76500,0,0,0,76500,15984.64
BR0332,739501,0,518338,221163,0,0,0,10799,4608,0,0,15407,0.0,235843.79,115004.76,0.0,0.0,0,1619850,691200,0,0,2311050,350848.55000000005
BR0332,729264,0,511163,218101,0,0,0,10650,4544,0,0,15194,0.0,232579.165,113412.52,0.0,0.0,0,1597500,681600,0,0,2279100,345991.685
BR0333,58078,0,46286,11792,0,0,0,724,185,0,0,909,0.0,32400.2,9079.84,0.0,0.0,0,108600,27750,0,0,136350,41480.03999999999
BR0334,794245,0,498454,162211,0,133580,0,8901,2897,0,2386,14184,0.0,226796.57,73806.005,0.0,60778.9,0,1335150,434550,0,357900,2127600,361381.475
BR0334,636908,0,399712,130078,0,107118,0,7138,2323,0,1913,11374,0.0,181868.96,59185.490000000005,0.0,48738.69,0,1070700,348450,0,286950,1706100,289793.14
BR0335,31652,0,24433,7219,0,0,0,437,129,0,0,566,0.0,11117.015,3284.645,0.0,0.0,0,65550,19350,0,0,84900,14401.660000000002
BR0336,30101,0,26422,3679,0,0,0,413,58,0,0,471,0.0,18495.4,2832.83,0.0,0.0,0,61950,8700,0,0,70650,21328.23
BR0337,20630,0,0,20630,0,0,0,0,323,0,0,323,0.0,0.0,14440.999999999998,0.0,0.0,0,0,48450,0,0,48450,14440.999999999998
BR0338,36958,0,1072,35886,0,0,0,15,499,0,0,514,0.0,825.44,25120.2,0.0,0.0,0,2250,74850,0,0,77100,25945.64
BR0339,661836,0,407639,254197,0,0,0,8493,5296,0,0,13789,0.0,228277.84000000003,142350.32,0.0,0.0,0,1273950,794400,0,0,2068350,370628.16
BR0340,1728407,0,1006991,333326,0,388090,0,17982,5953,0,6931,30866,0.0,458180.905,173329.52000000002,0.0,176580.95,0,2697300,892950,0,1039650,4629900,808091.375
BR0340,1587481,0,924886,306148,0,356447,0,16516,5467,0,6366,28349,0.0,420823.13,139297.34,0.0,162183.385,0,2477400,820050,0,954900,4252350,722303.855
BR0341,522056,0,0,415053,0,107003,0,0,6486,0,1672,8158,0.0,0.0,203375.97,0.0,59921.68000000001,0,0,972900,0,250800,1223700,263297.65
BR0341,514138,0,0,408758,0,105380,0,0,6387,0,1647,8034,0.0,0.0,200291.42,0.0,59012.8,0,0,958050,0,247050,1205100,259304.22
BR0342,40711,0,40711,0,0,0,0,727,0,0,0,727,0.0,18523.505,0.0,0.0,0.0,0,109050,0,0,0,109050,18523.505
BR0343,286173,0,91907,194266,0,0,0,2298,4857,0,0,7155,0.0,53765.595,101018.32,0.0,0.0,0,344700,728550,0,0,1073250,154783.915
BR0344,312633,0,92689,219944,0,0,0,1932,4583,0,0,6515,0.0,48198.28,114370.88,0.0,0.0,0,289800,687450,0,0,977250,162569.16
