codigo_producto,peso_neto_caja,cantidad_paquetes,peso_neto_paquete,caja_tipo_id,dim_producto_largo,dim_producto_ancho,dim_producto_alto,dim_producto_volumen
BR0251,12.5,5,2.5,60f9d051a89c1302333f9987840f1831,385.0,255.0,328.0,32201400.0
BR0252,12.5,5,2.5,60f9d051a89c1302333f9987840f1831,385.0,255.0,328.0,32201400.0
BR0253,12.5,5,2.5,845990194eeb50cd131954a55fecd655,395.0,264.0,330.0,34412400.0
BR0254,12.5,5,2.5,845990194eeb50cd131954a55fecd655,395.0,264.0,330.0,34412400.0
BR0255,12.5,5,2.5,11b35a29e8327acfb5f714e16d96040c,379.0,268.0,363.0,36870636.0
BR0256,12.5,5,2.5,4f15606db1c337e2b9460243b25326d4,379.0,268.0,358.0,36362776.0
BR0257,12.5,5,2.5,2060590a59a5c59ff1bb32dbffe1028b,386.0,286.0,288.0,31794048.0
BR0258,12.5,5,2.5,2060590a59a5c59ff1bb32dbffe1028b,386.0,286.0,288.0,31794048.0
BR0259,12.5,5,2.5,d85b31778b741c8bdb462d9f332e56d2,383.0,248.0,244.0,23176096.0
BR0260,12.5,5,2.5,f95687311339e4b9b0ef5622b26fd941,393.0,255.0,209.0,20944935.0
BR0261,12.5,5,2.5,83d3c7c10fbc6fe2e476fd8c600855e2,393.0,255.0,194.0,19441710.0
BR0262,11.0,11,1.0,83d3c7c10fbc6fe2e476fd8c600855e2,393.0,255.0,194.0,19441710.0
BR0263,12.5,5,2.5,b9470f0403af99853ed89bcf86be3235,383.0,248.0,194.0,18426896.0
BR0264,12.5,5,2.5,1a3ffa8018de4637afcdd1e390e2602a,383.0,248.0,199.0,18901816.0
BR0265,12.5,5,2.5,3b9cad8a30970ffa68683f11cb2734ba,383.0,248.0,184.0,17477056.0
BR0266,9.75,13,0.75,4989f7c44b56191eebb2c0b95763c0db,395.0,296.0,250.0,29230000.0
BR0267,12.5,5,2.5,5c09a821f787019adf0ee74c5cc31985,385.0,255.0,318.0,31219650.0
BR0268,12.5,5,2.5,55b52b97c05b19dbbbefa191622fe36a,386.0,286.0,179.0,19760884.0
BR0269,11.0,11,1.0,9a88ed4806deaa5c9b3abac82886d23a,386.0,286.0,184.0,20312864.0
BR0270,12.5,5,2.5,614801e8bbdec32546c0d92055dfb596,388.0,288.0,194.0,21678336.0
BR0271,9.75,13,0.75,48d2fa87ef6ac189e633680672b6132e,386.0,286.0,199.0,21968804.0
BR0272,9.75,13,0.75,72188210fb21e6ddf6d4aba9a9301c48,388.0,288.0,239.0,26706816.0
BR0273,12.5,5,2.5,ad99ed562d5d808977b10fa512bfde8b,386.0,286.0,214.0,23624744.0
BR0274,13.0,13,1.0,c61dafed9b7d2c7f917d4debf65896c1,386.0,286.0,263.0,29034148.0
BR0275,9.75,13,0.75,4f08f853cf7f9be28571df66a50bc322,388.0,288.0,164.0,18326016.0
BR0276,12.5,5,2.5,116dda17a7b7fb82c62f462ef4a94218,386.0,286.0,164.0,18104944.0
BR0277,9.75,13,0.75,ab2be01db2336d90876b25f646f81b48,386.0,286.0,283.0,31242068.0
BR0278,12.5,5,2.5,ab2be01db2336d90876b25f646f81b48,386.0,286.0,283.0,31242068.0
BR0279,9.75,13,0.75,c61dafed9b7d2c7f917d4debf65896c1,386.0,286.0,263.0,29034148.0
BR0280,12.5,5,2.5,ce9d9f5685ddf0df230b3137826b5cde,386.0,286.0,256.0,28261376.0
BR0281,11.0,11,1.0,63849e2a342c002e41cdca735b7ffa35,381.0,283.0,229.0,24691467.0
BR0282,6.5,13,0.5,1fe6b9010b30d1d429fc0c7a240159aa,395.0,296.0,255.0,29814600.0
BR0283,11.0,11,1.0,6e24cdcd39a5b66463bacc58cc283eb7,388.0,288.0,227.0,25365888.0
BR0284,11.0,11,1.0,8044f4664ac51a293ecacbd7a3d0fb38,380.0,282.0,210.0,22503600.0
BR0285,11.0,11,1.0,e740f34d87ef8ba88af8bc4375aaebab,384.0,286.0,167.0,18340608.0
BR0286,11.0,11,1.0,228ba4e5ea3c7574cbd9ce77434d4525,380.0,282.0,185.0,19824600.0
BR0287,12.5,5,2.5,ab2be01db2336d90876b25f646f81b48,386.0,286.0,283.0,31242068.0
BR0288,12.5,5,2.5,b8f10d20eb7db7428c07c066fa1e4da0,395.0,245.0,214.0,20709850.0
BR0289,12.5,5,2.5,fe503fe59c48da80878a0b8f7ad58dcb,383.0,248.0,204.0,19376736.0
BR0290,12.5,5,2.5,02cf77de65b70dd77905e2e33d78478f,395.0,296.0,291.0,34023720.0
BR0291,12.5,5,2.5,5a779fb14ea37232001ecf933514d159,395.0,296.0,189.0,22097880.0
BR0292,8.0,16,0.5,c36eddeb93ed1ad7e063fda32344745b,395.0,296.0,275.0,32153000.0
BR0293,12.0,16,0.75,79637c70988d89fe3abe191b59c1ed0c,388.0,288.0,219.0,24471936.0
BR0294,9.75,13,0.75,3cdb44bb6e06ba2151d665a0c599b894,395.0,296.0,173.0,20227160.0
BR0295,6.5,13,0.5,c96df5913565ba35f3e02e744c9a6dde,395.0,296.0,224.0,26190080.0
BR0296,13.75,11,1.25,c96df5913565ba35f3e02e744c9a6dde,395.0,296.0,224.0,26190080.0
BR0297,6.5,13,0.5,3068e6f2a2ce79314e458b7a6ab57b4d,388.0,288.0,144.0,16091136.0
BR0298,6.5,13,0.5,e86f3262de6efa8372f7a6e317b74e6b,386.0,286.0,144.0,15897024.0
BR0299,13.0,13,1.0,600cd59259a79d7fa6a1bffb6451bb8a,386.0,286.0,219.0,24176724.0
BR0300,9.75,13,0.75,a231d37bbfd765b2d130853c472c6f8c,379.0,246.0,212.0,19765608.0
BR0301,11.0,11,1.0,d8d0e4bd0a27b5d4b00b32f474a5923a,379.0,246.0,251.0,23401734.0
BR0302,8.75,5,1.75,d26d5d6c9610627f969c12fa3f73a697,379.0,246.0,207.0,19299438.0
BR0303,6.0,2,3.0,25b51ca97d24c6dd7fdc2fd6f9551dac,380.0,252.0,144.0,13789440.0
BR0304,5.0,5,1.0,4b244c7cfb71e51bf24fcc396d19c509,393.0,250.0,168.0,16506000.0
BR0305,12.5,5,2.5,125888817c4da192ce9335454b8d4432,379.0,281.0,271.0,28861229.0
BR0306,12.5,5,2.5,bf05ab5b9fe071ca604f12617c73c3ec,386.0,286.0,258.0,28482168.0
BR0307,12.5,5,2.5,3ee40e049bab5e95db9b552be527cd7d,380.0,282.0,261.0,27968760.0
BR0308,11.0,11,1.0,3665e3bea9deb6de2f6ad8e308473be4,380.0,282.0,212.0,22717920.0
BR0309,11.0,11,1.0,e740f34d87ef8ba88af8bc4375aaebab,384.0,286.0,167.0,18340608.0
BR0310,5.0,5,1.0,e743e947473252606cfa14519dbf593b,393.0,255.0,291.0,29162565.0
BR0310XL,5.0,5,1.0,76707310f2a6b601d4f7815c21f6e7bd,393.0,297.0,257.0,29997297.0
BR0311,5.0,5,1.0,25a862538c3d2488d1284dc2bd9244f3,395.0,296.0,204.0,23851680.0
BR0312,5.0,5,1.0,25a862538c3d2488d1284dc2bd9244f3,395.0,296.0,204.0,23851680.0
BR0313,5.0,5,1.0,25a862538c3d2488d1284dc2bd9244f3,395.0,296.0,204.0,23851680.0
BR0314,12.5,5,2.5,bbc4a9c702728931b676523ffd513a75,384.0,284.0,179.0,19521024.0
BR0314XL,12.5,5,2.5,9bad717e71278467a7e45ca1001c12ee,384.0,286.0,179.0,19658496.0
BR0315,12.5,5,2.5,5de73c5764aabd7851aff9fdd3125d98,385.0,285.0,170.0,18653250.0
BR0316,12.5,5,2.5,f152ca1c81c447e9f47aac4e934dc6fc,380.0,282.0,163.0,17467080.0
BR0317,12.5,5,2.5,f152ca1c81c447e9f47aac4e934dc6fc,380.0,282.0,163.0,17467080.0
BR0318,12.5,5,2.5,8850d576186653964c356b848cd2153a,386.0,286.0,194.0,21416824.0
BR0319,12.5,5,2.5,ec50ec2078db5c1fbf57db09049b95f3,380.0,282.0,158.0,16931280.0
BR0320,12.5,5,2.5,beea47cc5f637c6fde9604c5cdd6c572,387.0,287.0,214.0,23768766.0
BR0321,12.5,5,2.5,d85b31778b741c8bdb462d9f332e56d2,383.0,248.0,244.0,23176096.0
BR0322,12.5,5,2.5,414d4cf5c1bc8a346f7e4445ede7acbd,386.0,286.0,229.0,25280684.0
BR0323,12.5,5,2.5,32afd4b4cbf80746743543d141a1b52c,395.0,296.0,235.0,27476200.0
BR0324,12.5,5,2.5,082c1cdb42b1abd201403ca33ca11ef0,383.0,248.0,189.0,17951976.0
BR0325,6.5,13,0.5,457aead6b645a6fdaad21f23a4e8ca12,393.0,255.0,265.0,26556975.0
BR0326,6.5,13,0.5,ab79baee2357a91142d0c868d05f3c31,383.0,248.0,258.0,24505872.0
BR0327,6.5,13,0.5,8ff369b05ce8c21076793bc345e6ec1e,383.0,248.0,268.0,25455712.0
BR0328,6.75,9,0.75,1c01c33ced1f5bfdb36a399ac98e0c68,383.0,248.0,214.0,20326576.0
BR0329,6.75,9,0.75,1cbc364190e4feb6cfbe064584c400ab,383.0,248.0,224.0,21276416.0
BR0330,6.75,9,0.75,1c01c33ced1f5bfdb36a399ac98e0c68,383.0,248.0,214.0,20326576.0
BR0331,6.75,9,0.75,1cbc364190e4feb6cfbe064584c400ab,383.0,248.0,224.0,21276416.0
BR0332,12.5,5,2.5,e67976152cc42ec69a300f4522f58632,393.0,255.0,255.0,25554825.0
BR0333,12.5,5,2.5,3665e3bea9deb6de2f6ad8e308473be4,380.0,282.0,212.0,22717920.0
BR0334,12.5,5,2.5,fa8da38322149b23e14a120e71d38975,393.0,255.0,235.0,23550525.0
BR0335,12.5,5,2.5,fa8da38322149b23e14a120e71d38975,393.0,255.0,235.0,23550525.0
BR0336,12.5,5,2.5,cf4c068dfec055bf302e658d71c9c942,380.0,282.0,192.0,20574720.0
BR0337,12.5,5,2.5,b104736a19fe0c796651c18805508482,383.0,248.0,209.0,19851656.0
BR0338,12.5,5,2.5,0b72571a5bb7429ce7de424547e8d27d,386.0,286.0,174.0,19208904.0
BR0339,12.5,5,2.5,3479d784dc4ed4c42784cabde22ac149,383.0,248.0,248.0,23556032.0
BR0340,12.5,5,2.5,3826faf22304dbe5bef22f8c36155874,393.0,255.0,224.0,22448160.0
BR0340XL,12.5,5,2.5,fa8da38322149b23e14a120e71d38975,393.0,255.0,235.0,23550525.0
BR0341,12.5,5,2.5,1c01c33ced1f5bfdb36a399ac98e0c68,383.0,248.0,214.0,20326576.0
BR0342,12.5,5,2.5,fa8da38322149b23e14a120e71d38975,393.0,255.0,235.0,23550525.0
BR0343,12.5,5,2.5,b1561453f5edf808c1c92eb2d0f45d38,393.0,255.0,321.0,32169015.0
BR0344,12.5,5,2.5,e743e947473252606cfa14519dbf593b,393.0,255.0,291.0,29162565.0
BR0345,12.5,5,2.5,5e55b0f0e0122b55ba8d4d91fb921c5a,391.0,292.0,316.0,36078352.0
BR0346,12.5,5,2.5,5914abeae491eab8612131985b15994f,386.0,286.0,239.0,26384644.0
BR0347,12.5,5,2.5,5914abeae491eab8612131985b15994f,386.0,286.0,239.0,26384644.0
BR0348,12.5,5,2.5,4e08f8e3d25dca0ebe2ef18b5cff3f24,380.0,282.0,305.0,32683800.0
BR0349,12.5,5,2.5,6d5c1314ab281dbdd56dc5dde84579b9,395.0,296.0,245.0,28645400.0
BR0350,11.0,11,1.0,1f3654aef5539d7393e1c6a4a8be552f,383.0,285.0,206.0,22485930.0
BR0351,11.0,11,1.0,1f3654aef5539d7393e1c6a4a8be552f,383.0,285.0,206.0,22485930.0
BR0352,12.5,5,2.5,e743e947473252606cfa14519dbf593b,393.0,255.0,291.0,29162565.0
BR0353,9.75,13,0.75,ea6403e25e3a52198dad19251c207a47,380.0,252.0,245.0,23461200.0
BR0354,6.5,13,0.5,6a29db0cef2137d2bb15a27d61f064bd,393.0,255.0,270.0,27058050.0
BR0355,6.5,13,0.5,a130566667d4be7bb38053adaefea0af,393.0,255.0,204.0,20443860.0
BR0356,6.5,13,0.5,457aead6b645a6fdaad21f23a4e8ca12,393.0,255.0,265.0,26556975.0
BR0357,9.75,13,0.75,ad23381bab48bad4640990fdc6a27c9b,383.0,248.0,229.0,21751336.0
BR0358,9.75,13,0.75,6d5c1314ab281dbdd56dc5dde84579b9,395.0,296.0,245.0,28645400.0
BR0359,9.75,13,0.75,10c5f9edbe2c87186bcdeb991fe8d902,380.0,252.0,228.0,21833280.0
BR0360,12.5,5,2.5,48d2fa87ef6ac189e633680672b6132e,386.0,286.0,199.0,21968804.0
BR0361,12.5,5,2.5,116dda17a7b7fb82c62f462ef4a94218,386.0,286.0,164.0,18104944.0
BR0362,12.5,5,2.5,3256a5fed07b421a92abee44a3d93243,395.0,296.0,260.0,30399200.0
BR0363,12.5,5,2.5,a053806f0b23db27a17e90bf971c8a62,386.0,286.0,273.0,30138108.0
BR0364,12.5,5,2.5,5752498adef915345dabc54b32edf146,395.0,296.0,219.0,25605480.0
BR0365,12.5,5,2.5,55b52b97c05b19dbbbefa191622fe36a,386.0,286.0,179.0,19760884.0
BR0366,12.5,5,2.5,d6e2cbc227acca3455d02367e9bd0b2b,395.0,294.0,214.0,24851820.0
BR0367,12.5,5,2.5,48d2fa87ef6ac189e633680672b6132e,386.0,286.0,199.0,21968804.0
BR0368,12.5,5,2.5,9a88ed4806deaa5c9b3abac82886d23a,386.0,286.0,184.0,20312864.0
BR0369,12.5,5,2.5,3256a5fed07b421a92abee44a3d93243,395.0,296.0,260.0,30399200.0
BR0370,13.75,11,1.25,c96df5913565ba35f3e02e744c9a6dde,395.0,296.0,224.0,26190080.0
BR0371,13.0,13,1.0,dcc42a5da445d56728ad8178bf5931e9,395.0,296.0,240.0,28060800.0
BR0372,9.75,13,0.75,4989f7c44b56191eebb2c0b95763c0db,395.0,296.0,250.0,29230000.0
BR0373,8.0,16,0.5,f1efec47e48187c72213058375afab2c,395.0,296.0,286.0,33439120.0
BR0374,13.0,13,1.0,6d5c1314ab281dbdd56dc5dde84579b9,395.0,296.0,245.0,28645400.0
BR0375,13.75,11,1.25,c61dafed9b7d2c7f917d4debf65896c1,386.0,286.0,263.0,29034148.0
BR0376,9.75,13,0.75,ddc8f0c662924d5b7914ba35ddb1ebe4,395.0,294.0,250.0,29032500.0
BR0377,9.75,13,0.75,ddc8f0c662924d5b7914ba35ddb1ebe4,395.0,294.0,250.0,29032500.0
BR0378,12.5,5,2.5,2361696c0cf9b4a8490d7098c11e6a51,393.0,255.0,250.0,25053750.0
BR0379,12.5,5,2.5,2361696c0cf9b4a8490d7098c11e6a51,393.0,255.0,250.0,25053750.0
BR0380,12.5,5,2.5,edebe6dd9669ec03369694b6dbbd4c54,393.0,255.0,250.0,25053750.0
BR0381,12.5,5,2.5,9dbb448086386afae3321dda0441c688,393.0,255.0,230.0,23049450.0
BR0382,12.5,5,2.5,9dbb448086386afae3321dda0441c688,393.0,255.0,230.0,23049450.0
BR0383,12.5,5,2.5,9dbb448086386afae3321dda0441c688,393.0,255.0,230.0,23049450.0
BR0384,12.5,5,2.5,d57ede415e9b30ea0e94a15552298aa3,393.0,255.0,214.0,21446010.0
BR0385,12.5,5,2.5,d57ede415e9b30ea0e94a15552298aa3,393.0,255.0,214.0,21446010.0
BR0386,12.5,5,2.5,414d4cf5c1bc8a346f7e4445ede7acbd,386.0,286.0,229.0,25280684.0
BR0387,12.5,5,2.5,48d2fa87ef6ac189e633680672b6132e,386.0,286.0,199.0,21968804.0
BR0388,12.5,5,2.5,1cbc364190e4feb6cfbe064584c400ab,383.0,248.0,224.0,21276416.0
BR0389,12.5,5,2.5,fc6931875b8384c7bacd18bb4699795f,393.0,255.0,219.0,21947085.0
BR0390,12.5,5,2.5,2361696c0cf9b4a8490d7098c11e6a51,393.0,255.0,250.0,25053750.0
BR0391,12.5,5,2.5,83d3c7c10fbc6fe2e476fd8c600855e2,393.0,255.0,194.0,19441710.0
BR0392,12.5,5,2.5,dc0b41c3254944ee2f8977c80dc8f455,391.0,292.0,172.0,19637584.0
BR0393,11.0,11,1.0,83d3c7c10fbc6fe2e476fd8c600855e2,393.0,255.0,194.0,19441710.0
BR0394,12.5,5,2.5,b9470f0403af99853ed89bcf86be3235,383.0,248.0,194.0,18426896.0
BR0395,12.5,5,2.5,082c1cdb42b1abd201403ca33ca11ef0,383.0,248.0,189.0,17951976.0
BR0396,12.5,5,2.5,ac8b5267c6be652bd0aff43408408e79,388.0,288.0,209.0,23354496.0
BR0397,12.5,5,2.5,162c41fa859810e889efa37f867819bb,395.0,296.0,214.0,25020880.0
BR0398,12.5,5,2.5,bdefb2124af27fa9ca0fa5d293a18aa4,386.0,286.0,209.0,23072764.0
BR0399,12.5,5,2.5,170f5916eaeb0e271ae012eedb1ad645,386.0,286.0,298.0,32898008.0
BR0400,12.5,5,2.5,b4d42409ba0a801454f8f3bc60d94ec1,388.0,288.0,293.0,32740992.0
BR0401,12.5,5,2.5,6f0bc5eabea0d399e9342acf41bcb33b,395.0,296.0,194.0,22682480.0
BR0402,9.75,13,0.75,0b72571a5bb7429ce7de424547e8d27d,386.0,286.0,174.0,19208904.0
BR0403,12.5,5,2.5,4472825c5f9816d7befa089cf8451878,383.0,248.0,318.0,30204912.0
BR0404,11.0,11,1.0,563a3fa61d441769163b35905be8987d,383.0,248.0,234.0,22226256.0
BR0405,12.5,5,2.5,55b52b97c05b19dbbbefa191622fe36a,386.0,286.0,179.0,19760884.0
BR0406,12.5,5,2.5,a23eeef1c0cd8cfd40b780d65382034a,386.0,286.0,303.0,33449988.0
BR0407,12.5,5,2.5,c61dafed9b7d2c7f917d4debf65896c1,386.0,286.0,263.0,29034148.0
BR0408,11.0,11,1.0,a23eeef1c0cd8cfd40b780d65382034a,386.0,286.0,303.0,33449988.0
BR0409,12.5,5,2.5,563a3fa61d441769163b35905be8987d,383.0,248.0,234.0,22226256.0
BR0410,8.75,5,1.75,b5ff628fcb5e9885b7d13c5dd1ddd441,380.0,282.0,286.0,30647760.0
BR0411,12.5,5,2.5,27cfee279bf2517d910cfab7c0b51213,386.0,286.0,204.0,22520784.0
BR0412,12.5,5,2.5,414d4cf5c1bc8a346f7e4445ede7acbd,386.0,286.0,229.0,25280684.0
BR0413,12.5,5,2.5,5914abeae491eab8612131985b15994f,386.0,286.0,239.0,26384644.0
BR0414,5.5,11,0.5,55b52b97c05b19dbbbefa191622fe36a,386.0,286.0,179.0,19760884.0
BR0415,12.5,5,2.5,963709ce03639618149be23f8bb82ece,383.0,248.0,253.0,24030952.0
BR0416,12.5,5,2.5,55b52b97c05b19dbbbefa191622fe36a,386.0,286.0,179.0,19760884.0
BR0417,8.25,11,0.75,563a3fa61d441769163b35905be8987d,383.0,248.0,234.0,22226256.0
BR0418,8.25,11,0.75,563a3fa61d441769163b35905be8987d,383.0,248.0,234.0,22226256.0
BR0419,12.5,5,2.5,3cdb44bb6e06ba2151d665a0c599b894,395.0,296.0,173.0,20227160.0
BR0420,12.5,5,2.5,a130566667d4be7bb38053adaefea0af,393.0,255.0,204.0,20443860.0
BR0421,12.5,5,2.5,3826faf22304dbe5bef22f8c36155874,393.0,255.0,224.0,22448160.0
