codigo_producto,volumen_producto_total,cajas_asignables_id
BR0068,40139,0378f85c226113f4ac40fd360217bb8a; 29a2bc4fc890e39d70390e626d735e03; 304075b644c240eec0e5f51ec37ab9e1; 5b64c63cc03d5ad1d7a8dc9356e4a41f; 76a07688b6827caad810f08f88a895b2; 76f02fc8024ed33733b8fd8029000089; 7da91c27eac81d6700500603e8a6f2b6; 91989cfbd02fbc00379eee2a7e8883b2; b0c3bde6052f0c0a93c21025c8eefd63; b2a1bd10e103dae56072fe8ba4f0ca15; b6e81429b597286a1180f3ea4b629731; b9398e343219088e12e38f6e5de941dd; e0f0d757e0995cc6d8f42ce6a520228e; ebb6da98380a2619122b374dad07814a; efbf9fb4de26ed4bd82dc7987c339263; fcc3ee3ebc86c553e5f951274d02868e
BR0069,50453,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 908589535d3feeff9a55c9b5050b8cec; c8c092bbf8da5f80452c66c38d27305f; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0070,34374,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; c8c092bbf8da5f80452c66c38d27305f; d2932d6ed51161bd7a1ea59210d291e9
BR0071,38905,6029457d9c814022e062762885920ec8; 908589535d3feeff9a55c9b5050b8cec; c8c092bbf8da5f80452c66c38d27305f; d20c085d39ceb93f1f9dbe59c29a4786; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0072,41795,6029457d9c814022e062762885920ec8; 908589535d3feeff9a55c9b5050b8cec; c8c092bbf8da5f80452c66c38d27305f; d20c085d39ceb93f1f9dbe59c29a4786; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0073,28834,12cda4806343d3747bf24b8ec4cdadcb; 1e88f58b415233ddb0092e1d2c28df9b; 3d854c34dff8fe0ca450fb0ddff18030; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; bb1778b417b37db9194a7958762985ee; e0d433aeaa4baf03cc4513652ee489fe; f3108b9695ef6420ab92a29c97d1f222
BR0074,26579,41136b77a9847287fa2ca119a0fa7f1e; 6ecff7742d4a01e1ada1f078a109ba73; 7b55662e8c6953150223589dbc717d92; b9a729f7ac411dc4783dea402bf4e617; ca51e9959c92f5ee112b262b32b0906b; cdb9a6015047b3cac1a67886a85826eb
BR0075,21503,057b7f8c3772129fb0b8cccf3c827c80; 6ecff7742d4a01e1ada1f078a109ba73; 8eab0cbfe7d0e1a9e77336d53f090da8; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6
BR0076,34665,3cf1a63192a337f8ff673510206eeb38; 422f2d20698727bf9c992c916d6e1280; a2de065ba628ff467813c87f29407f52
BR0077,882124,173e7987f487b6c7b81b4264f2b747eb; 17eb41b333100d37e5061f79b4ac6d1b; 26faf9a11f723e796c11396a6a8ebbeb; 2e7072e1d4bab0ba69dc9fbcc31fec42; 41136b77a9847287fa2ca119a0fa7f1e; 5080ca0406b02d8de6bef5df17bc0037; 650ea7a52526c02b9ecc5ec6571ca511; 6ecff7742d4a01e1ada1f078a109ba73; 76804e6b1364af327bf84306838fb3dc; 81b0d8fe9c9138cab4b219072e8c19c3; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6; b9a729f7ac411dc4783dea402bf4e617; cdb9a6015047b3cac1a67886a85826eb; d85c4a361706e14cbb988a121812673a; f46de34159e1d0d6a5dfd38017585c4e
BR0078,1153925,057b7f8c3772129fb0b8cccf3c827c80; 6ecff7742d4a01e1ada1f078a109ba73; 8eab0cbfe7d0e1a9e77336d53f090da8; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6
BR0079,34751,1f6eec46c4bff93e6ca5467f4a87f6d8; 6093dbae5b82d5102791a23c6f654dea; 8b7268f62c39e84c6021139d1853033a; c68517097037ec6420e21676ab2f1609; ca4da811f5581149b5b3f47ec84c9c5a; fc5516122a48681b6a5d3d70768ee02a
BR0080,25092,1f6eec46c4bff93e6ca5467f4a87f6d8; 8b7268f62c39e84c6021139d1853033a; ca4da811f5581149b5b3f47ec84c9c5a; fc5516122a48681b6a5d3d70768ee02a
BR0081,4121,8b7268f62c39e84c6021139d1853033a; ca4da811f5581149b5b3f47ec84c9c5a; fc5516122a48681b6a5d3d70768ee02a
BR0082,39328,057b7f8c3772129fb0b8cccf3c827c80; 895cc0310e1ec8880587a025b4de25c5; 8eab0cbfe7d0e1a9e77336d53f090da8; bd62436e72b572461e548cf6e4bfdd7d; e6369fff40e443b558bbf80d6a5c43f6
BR0083,70617,057b7f8c3772129fb0b8cccf3c827c80; 6ecff7742d4a01e1ada1f078a109ba73; 8eab0cbfe7d0e1a9e77336d53f090da8; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6
BR0084,24454,1f6eec46c4bff93e6ca5467f4a87f6d8; 6093dbae5b82d5102791a23c6f654dea; 8b7268f62c39e84c6021139d1853033a; c68517097037ec6420e21676ab2f1609; ca4da811f5581149b5b3f47ec84c9c5a; fc5516122a48681b6a5d3d70768ee02a
BR0085,17199,1f6eec46c4bff93e6ca5467f4a87f6d8; 8b7268f62c39e84c6021139d1853033a; ca4da811f5581149b5b3f47ec84c9c5a; fc5516122a48681b6a5d3d70768ee02a
BR0086,32651,2bcfb295bee600aa6914bbd06f5891b6; 3ec465fc7f05b17abe8bfa7600eba425; 4beade23001bd00ced8d86ccb4e4606b; 7d5bf7157bac4cddab76a52a1d8dd41d; 8b80c8d77eb3777361876e4229da899d; 908589535d3feeff9a55c9b5050b8cec; 96cc55859ea53c974a329f68b1873c45; d20c085d39ceb93f1f9dbe59c29a4786; d68bb9499fead9bc241623f072442bde; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0087,16019,016d196c89dcfcb306b853a776a879b9; 2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 908589535d3feeff9a55c9b5050b8cec; 96cc55859ea53c974a329f68b1873c45; c8c092bbf8da5f80452c66c38d27305f; d68bb9499fead9bc241623f072442bde; e44f97bd70a4b2cae9c6a92f763a956e; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0088,10654,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5
BR0089,33240,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 31efc1c0803e25872c67b5cafd4452af; 3ec465fc7f05b17abe8bfa7600eba425; 4a996ddd03e81fc2dbda07eb0ca1135d; 4beade23001bd00ced8d86ccb4e4606b; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; 7d5bf7157bac4cddab76a52a1d8dd41d; 8b80c8d77eb3777361876e4229da899d; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54
BR0090,53180,016d196c89dcfcb306b853a776a879b9; 2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 908589535d3feeff9a55c9b5050b8cec; 96cc55859ea53c974a329f68b1873c45; c8c092bbf8da5f80452c66c38d27305f; d68bb9499fead9bc241623f072442bde; e44f97bd70a4b2cae9c6a92f763a956e; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0091,35060,016d196c89dcfcb306b853a776a879b9; 2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; 7020820d5a0bbcdbce99d2bacc1b842c; 96cc55859ea53c974a329f68b1873c45; c8c092bbf8da5f80452c66c38d27305f; e44f97bd70a4b2cae9c6a92f763a956e
BR0092,995319,1f6eec46c4bff93e6ca5467f4a87f6d8; 23953acdad6658038c43343af411dbd4; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54; fc5516122a48681b6a5d3d70768ee02a
BR0092,976109,0378f85c226113f4ac40fd360217bb8a; 340bacb8c1792bfc8b3b0346513c0585; 7da91c27eac81d6700500603e8a6f2b6; ca51e9959c92f5ee112b262b32b0906b; efbf9fb4de26ed4bd82dc7987c339263
BR0093,1345630,1f6eec46c4bff93e6ca5467f4a87f6d8; 23953acdad6658038c43343af411dbd4; 4beade23001bd00ced8d86ccb4e4606b; 6093dbae5b82d5102791a23c6f654dea; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; c68517097037ec6420e21676ab2f1609; edebe6dd9669ec03369694b6dbbd4c54; fc5516122a48681b6a5d3d70768ee02a
BR0094,2592909,2bcfb295bee600aa6914bbd06f5891b6; 908589535d3feeff9a55c9b5050b8cec; c8c092bbf8da5f80452c66c38d27305f; d20c085d39ceb93f1f9dbe59c29a4786; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0094,2555805,2bcfb295bee600aa6914bbd06f5891b6; 908589535d3feeff9a55c9b5050b8cec; c8c092bbf8da5f80452c66c38d27305f; d20c085d39ceb93f1f9dbe59c29a4786; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0095,660917,2bcfb295bee600aa6914bbd06f5891b6; 908589535d3feeff9a55c9b5050b8cec; c8c092bbf8da5f80452c66c38d27305f; d20c085d39ceb93f1f9dbe59c29a4786; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0096,425529,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; c8c092bbf8da5f80452c66c38d27305f; d2932d6ed51161bd7a1ea59210d291e9
BR0097,137695,0f5b2c3965220d94c55adb3a660ea179; 22a6616ef34a0a850df2b9b66c6692d5; 2c0e605cb6fa10bcf22f05f1b2438c89; 623e13a6f27840cacf8833829b96bf96; 6fc48aeaa4ad4d08049b3e7b9d1dcdc7; 7020820d5a0bbcdbce99d2bacc1b842c; 753d01aabf3b6395956963f247d3e588; d2932d6ed51161bd7a1ea59210d291e9; e18d6825e2af5ae83f5cd3860d72b2bc; e44f97bd70a4b2cae9c6a92f763a956e; fdfc2140b8ceabc8da48b6c2886fe22d
BR0098,342718,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; c8c092bbf8da5f80452c66c38d27305f
BR0099,64345,22a6616ef34a0a850df2b9b66c6692d5; 2c0e605cb6fa10bcf22f05f1b2438c89; 623e13a6f27840cacf8833829b96bf96; 7020820d5a0bbcdbce99d2bacc1b842c; 753d01aabf3b6395956963f247d3e588; d2932d6ed51161bd7a1ea59210d291e9; e44f97bd70a4b2cae9c6a92f763a956e; fdfc2140b8ceabc8da48b6c2886fe22d
BR0100,78594,01a2a319402ed2155292c04d8748e16f; 026560e43f3fc6afe0ce89d7ddf61626; 0f3597b5713aff62bf730b874b95fd1b; 18729392e748ea31ed354313be390018; 1c348ae6809fc040f1b83767e08a5344; 30cfce68c5506ad8e83e32665dba84af; 42df43cac5362b6b332e67057aac0554; 54a376a884df0451a1a6d07e2ecd85c3; 56ae1229b9584ad7debf6e1ab60c6098; 73e638e77ccc20e6cca9daf3dfb3df8c; 7510744deb35b8055ca061a7050d2558; 8bf863b2f8f69860aa58c46da51f27e0; b9e5f64dda13af4491872ff4649b5e0c; d66062da2ea02af9a197381fef2d9894; d81b530895a2d13487237f6d150a1ad3; eb35ea3a60188f7974c4d3e95df76b3e; f01b49bf8183944154fdfa651ba118c4; fce36b1b860f566c05d3e06484e6f4e2
BR0101,22584,01a2a319402ed2155292c04d8748e16f; 026560e43f3fc6afe0ce89d7ddf61626; 0f3597b5713aff62bf730b874b95fd1b; 178715e6ca333e5115401f00656608e8; 18729392e748ea31ed354313be390018; 1c348ae6809fc040f1b83767e08a5344; 2aaaa77d77af6aa72778a4150b345b3a; 30cfce68c5506ad8e83e32665dba84af; 3d854c34dff8fe0ca450fb0ddff18030; 42df43cac5362b6b332e67057aac0554; 74672f3b7169d951bca4a5beba21c127; 7510744deb35b8055ca061a7050d2558; b9e5f64dda13af4491872ff4649b5e0c; d66062da2ea02af9a197381fef2d9894; dbb291248e849bc6807762eb48e5f5cf; eb35ea3a60188f7974c4d3e95df76b3e; f01b49bf8183944154fdfa651ba118c4; f609bd5b4ffc901bae0837e2befee31d
BR0102,26836,026560e43f3fc6afe0ce89d7ddf61626; 73e638e77ccc20e6cca9daf3dfb3df8c; 74672f3b7169d951bca4a5beba21c127; d66062da2ea02af9a197381fef2d9894
BR0103,61923,04dce8fd28129cc6fd826678996329a4; 2672589f472af79bacad6c7c33493f99; 2fc396cb826bcbc3b29d2c06311d798b; 304075b644c240eec0e5f51ec37ab9e1; 51aad97f31764e75e2acc0338a14bf47; 5b64c63cc03d5ad1d7a8dc9356e4a41f; 5d219924f97f53b637007a637c7ee7e6; 5d308e9530868734eb31436eaaaf27af; 76f02fc8024ed33733b8fd8029000089; 8160c89bbb62d764c17dc0473fdc343d; 8e2fe7956d42472482d9dd1c9658d7a3; 91989cfbd02fbc00379eee2a7e8883b2; 98b55be8ca40579535ed996639895fb5; b0c3bde6052f0c0a93c21025c8eefd63; b2890b93821dc2fabaab0a8bdffc0ba8; b2a1bd10e103dae56072fe8ba4f0ca15; bcb9d9ee678c253fda9306695d6b70da; dbecb0982c417d486700d87684779314; e0f0d757e0995cc6d8f42ce6a520228e; ebb6da98380a2619122b374dad07814a; f5f3efff7c88ba437f641c49fa136da5; fcc3ee3ebc86c553e5f951274d02868e
BR0104,147015,304075b644c240eec0e5f51ec37ab9e1; 51aad97f31764e75e2acc0338a14bf47; 5b64c63cc03d5ad1d7a8dc9356e4a41f; 5d219924f97f53b637007a637c7ee7e6; 5d308e9530868734eb31436eaaaf27af; 76f02fc8024ed33733b8fd8029000089; 8160c89bbb62d764c17dc0473fdc343d; 91989cfbd02fbc00379eee2a7e8883b2; b0c3bde6052f0c0a93c21025c8eefd63; b2890b93821dc2fabaab0a8bdffc0ba8; b2a1bd10e103dae56072fe8ba4f0ca15; e0f0d757e0995cc6d8f42ce6a520228e; ebb6da98380a2619122b374dad07814a; fcc3ee3ebc86c553e5f951274d02868e
BR0105,1004197,026560e43f3fc6afe0ce89d7ddf61626; 18729392e748ea31ed354313be390018; 1c348ae6809fc040f1b83767e08a5344; 3d854c34dff8fe0ca450fb0ddff18030; 42df43cac5362b6b332e67057aac0554; 54a376a884df0451a1a6d07e2ecd85c3; 73e638e77ccc20e6cca9daf3dfb3df8c; 8bf863b2f8f69860aa58c46da51f27e0; d66062da2ea02af9a197381fef2d9894; dbb291248e849bc6807762eb48e5f5cf; eb35ea3a60188f7974c4d3e95df76b3e; fce36b1b860f566c05d3e06484e6f4e2
BR0106,12592,2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0107,81566,23953acdad6658038c43343af411dbd4; 2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 6951b8a3d9dee5e15a265584f9a3c075; 6bf7838d3709d8f15fdad06ed6484d8e; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54
BR0108,11355,895cc0310e1ec8880587a025b4de25c5; e6369fff40e443b558bbf80d6a5c43f6
BR0109,17891,e6369fff40e443b558bbf80d6a5c43f6
BR0110,126269,2bcfb295bee600aa6914bbd06f5891b6; 908589535d3feeff9a55c9b5050b8cec; c8c092bbf8da5f80452c66c38d27305f; d20c085d39ceb93f1f9dbe59c29a4786; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0111,214237,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; c8c092bbf8da5f80452c66c38d27305f; d2932d6ed51161bd7a1ea59210d291e9
BR0112,23107,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; c8c092bbf8da5f80452c66c38d27305f
BR0113,7783,057b7f8c3772129fb0b8cccf3c827c80; 3216248606458db16bd58ae68fc13c33; 5080ca0406b02d8de6bef5df17bc0037; 895cc0310e1ec8880587a025b4de25c5; 8eab0cbfe7d0e1a9e77336d53f090da8; 9317de4d372953f9cc16590fec56b525; bd62436e72b572461e548cf6e4bfdd7d
BR0114,9070,41136b77a9847287fa2ca119a0fa7f1e
BR0115,51630,057b7f8c3772129fb0b8cccf3c827c80; 0b1eab65d0cf634954fecfe2e9f2b337; 31591362410b8a8b4fd3ecd6c57cc510; 3216248606458db16bd58ae68fc13c33; 47c07ae5e4f5be415e627b0a32de919e; 58c5c51d6e39e80f84be2a39cc4677a8; 7632b3c0a3c65e1b117ccd6cba79974b; 895cc0310e1ec8880587a025b4de25c5; 9317de4d372953f9cc16590fec56b525; bd62436e72b572461e548cf6e4bfdd7d; e6369fff40e443b558bbf80d6a5c43f6
BR0116,6730,12cda4806343d3747bf24b8ec4cdadcb; 1e88f58b415233ddb0092e1d2c28df9b; 3d854c34dff8fe0ca450fb0ddff18030; 4e09bb5ee16a086bf02ca2d39b2d5804; 602053d7a0560b9b10fe94d89ec4e1ff; 74672f3b7169d951bca4a5beba21c127; 82d3c21174d8acabb19ba02e45548e28; 881d2510504c58b1ba4b294fb0c5fc6f; a605d791d310a87baa2feab30fb797ca; bb1778b417b37db9194a7958762985ee; bee1ee50d857c700c72bb718c6f645db; dbb291248e849bc6807762eb48e5f5cf; e0d433aeaa4baf03cc4513652ee489fe; f3108b9695ef6420ab92a29c97d1f222
BR0117,28815,173e7987f487b6c7b81b4264f2b747eb; 17eb41b333100d37e5061f79b4ac6d1b; 26faf9a11f723e796c11396a6a8ebbeb; 2e7072e1d4bab0ba69dc9fbcc31fec42; 5080ca0406b02d8de6bef5df17bc0037; 650ea7a52526c02b9ecc5ec6571ca511; 6ecff7742d4a01e1ada1f078a109ba73; 76804e6b1364af327bf84306838fb3dc; 8eab0cbfe7d0e1a9e77336d53f090da8; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6; cdb9a6015047b3cac1a67886a85826eb; d85c4a361706e14cbb988a121812673a; f46de34159e1d0d6a5dfd38017585c4e
BR0118,16633,340bacb8c1792bfc8b3b0346513c0585; 7da91c27eac81d6700500603e8a6f2b6; b0c3bde6052f0c0a93c21025c8eefd63; efbf9fb4de26ed4bd82dc7987c339263
BR0119,35599,026560e43f3fc6afe0ce89d7ddf61626; 73e638e77ccc20e6cca9daf3dfb3df8c; d66062da2ea02af9a197381fef2d9894
BR0120,439,0378f85c226113f4ac40fd360217bb8a; 29a2bc4fc890e39d70390e626d735e03; 340bacb8c1792bfc8b3b0346513c0585; 52ed6fca650b46cc25cfee09bbc5cb44; 5b64c63cc03d5ad1d7a8dc9356e4a41f; 76a07688b6827caad810f08f88a895b2; 7da91c27eac81d6700500603e8a6f2b6; 8e2fe7956d42472482d9dd1c9658d7a3; b0c3bde6052f0c0a93c21025c8eefd63; efbf9fb4de26ed4bd82dc7987c339263
BR0121,12373,3af72f07c54a6a5e073870d3a094dcd0; 45d3118bfae802ddfa0399a8135c2361; b3ea42a06319279db482c105981a393a
BR0122,14021,b3ea42a06319279db482c105981a393a
BR0123,9196,057b7f8c3772129fb0b8cccf3c827c80; 0b1eab65d0cf634954fecfe2e9f2b337; 2e7072e1d4bab0ba69dc9fbcc31fec42; 31591362410b8a8b4fd3ecd6c57cc510; 3216248606458db16bd58ae68fc13c33; 47c07ae5e4f5be415e627b0a32de919e; 5080ca0406b02d8de6bef5df17bc0037; 58c5c51d6e39e80f84be2a39cc4677a8; 7632b3c0a3c65e1b117ccd6cba79974b; 895cc0310e1ec8880587a025b4de25c5; 8eab0cbfe7d0e1a9e77336d53f090da8; 9317de4d372953f9cc16590fec56b525; bd62436e72b572461e548cf6e4bfdd7d
BR0124,12307,b3ea42a06319279db482c105981a393a
BR0125,16473,2672589f472af79bacad6c7c33493f99; 2fc396cb826bcbc3b29d2c06311d798b; 304075b644c240eec0e5f51ec37ab9e1; 51aad97f31764e75e2acc0338a14bf47; 5b64c63cc03d5ad1d7a8dc9356e4a41f; 5d219924f97f53b637007a637c7ee7e6; 76f02fc8024ed33733b8fd8029000089; 8160c89bbb62d764c17dc0473fdc343d; 8e2fe7956d42472482d9dd1c9658d7a3; 91989cfbd02fbc00379eee2a7e8883b2; 98b55be8ca40579535ed996639895fb5; b0c3bde6052f0c0a93c21025c8eefd63; b2890b93821dc2fabaab0a8bdffc0ba8; b2a1bd10e103dae56072fe8ba4f0ca15; bcb9d9ee678c253fda9306695d6b70da; dbecb0982c417d486700d87684779314; e0f0d757e0995cc6d8f42ce6a520228e; ebb6da98380a2619122b374dad07814a; f5f3efff7c88ba437f641c49fa136da5; fcc3ee3ebc86c553e5f951274d02868e
BR0126,58942,0e9b21449f720ce9684bc686b53c365a; 173e7987f487b6c7b81b4264f2b747eb; 17eb41b333100d37e5061f79b4ac6d1b; 26f487cc0845944e95b444daec3a1306; 26faf9a11f723e796c11396a6a8ebbeb; 2e7072e1d4bab0ba69dc9fbcc31fec42; 44dcef2d118371320d6b3f36794b10c0; 5080ca0406b02d8de6bef5df17bc0037; 650ea7a52526c02b9ecc5ec6571ca511; 6ecff7742d4a01e1ada1f078a109ba73; 76804e6b1364af327bf84306838fb3dc; 8eab0cbfe7d0e1a9e77336d53f090da8; 9ee5a9d773daf4331eb9a9a32fd5c416; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6; cdb9a6015047b3cac1a67886a85826eb; d85c4a361706e14cbb988a121812673a; f46de34159e1d0d6a5dfd38017585c4e
BR0127,67606,2672589f472af79bacad6c7c33493f99; 2fc396cb826bcbc3b29d2c06311d798b; 304075b644c240eec0e5f51ec37ab9e1; 51aad97f31764e75e2acc0338a14bf47; 5b64c63cc03d5ad1d7a8dc9356e4a41f; 5d219924f97f53b637007a637c7ee7e6; 76f02fc8024ed33733b8fd8029000089; 8160c89bbb62d764c17dc0473fdc343d; 8e2fe7956d42472482d9dd1c9658d7a3; 91989cfbd02fbc00379eee2a7e8883b2; 98b55be8ca40579535ed996639895fb5; b0c3bde6052f0c0a93c21025c8eefd63; b2890b93821dc2fabaab0a8bdffc0ba8; b2a1bd10e103dae56072fe8ba4f0ca15; bcb9d9ee678c253fda9306695d6b70da; dbecb0982c417d486700d87684779314; e0f0d757e0995cc6d8f42ce6a520228e; ebb6da98380a2619122b374dad07814a; f5f3efff7c88ba437f641c49fa136da5; fcc3ee3ebc86c553e5f951274d02868e
BR0128,5523,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; c8c092bbf8da5f80452c66c38d27305f
BR0129,2589,2c0e605cb6fa10bcf22f05f1b2438c89; 6029457d9c814022e062762885920ec8; 623e13a6f27840cacf8833829b96bf96; c8c092bbf8da5f80452c66c38d27305f
BR0130,116047,41136b77a9847287fa2ca119a0fa7f1e; 6ecff7742d4a01e1ada1f078a109ba73; 7b55662e8c6953150223589dbc717d92; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6; b9a729f7ac411dc4783dea402bf4e617; cdb9a6015047b3cac1a67886a85826eb
BR0131,49927,057b7f8c3772129fb0b8cccf3c827c80; 6ecff7742d4a01e1ada1f078a109ba73; 8eab0cbfe7d0e1a9e77336d53f090da8; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6
BR0132,44079,2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; aaad0d1b004d04c77682b2a0b96a5d01; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0133,17366,2bcfb295bee600aa6914bbd06f5891b6; 4beade23001bd00ced8d86ccb4e4606b; 908589535d3feeff9a55c9b5050b8cec; aaad0d1b004d04c77682b2a0b96a5d01; d20c085d39ceb93f1f9dbe59c29a4786; edebe6dd9669ec03369694b6dbbd4c54; ef0525f0911fd36073c2b10f4d81dfd5; ef2aa69f2a021c5eb8f04cae5d3e66f3
BR0134,915606,057b7f8c3772129fb0b8cccf3c827c80; 0b1eab65d0cf634954fecfe2e9f2b337; 2e7072e1d4bab0ba69dc9fbcc31fec42; 3216248606458db16bd58ae68fc13c33; 47c07ae5e4f5be415e627b0a32de919e; 5080ca0406b02d8de6bef5df17bc0037; 650ea7a52526c02b9ecc5ec6571ca511; 7632b3c0a3c65e1b117ccd6cba79974b; 76804e6b1364af327bf84306838fb3dc; 8eab0cbfe7d0e1a9e77336d53f090da8; 9317de4d372953f9cc16590fec56b525; a5e7768d78fa042d80c5a6e13cb6158d; ae15293d8a6de7c947025fc6cfa939e6; bd62436e72b572461e548cf6e4bfdd7d; d85c4a361706e14cbb988a121812673a; f46de34159e1d0d6a5dfd38017585c4e
BR0135,46669,057b7f8c3772129fb0b8cccf3c827c80; 3216248606458db16bd58ae68fc13c33; 5080ca0406b02d8de6bef5df17bc0037; 650ea7a52526c02b9ecc5ec6571ca511; 8eab0cbfe7d0e1a9e77336d53f090da8; 9317de4d372953f9cc16590fec56b525; ae15293d8a6de7c947025fc6cfa939e6; bd62436e72b572461e548cf6e4bfdd7d
BR0136,175962,093e0a1389e0cc0f644ceea470a3cc01; 31591362410b8a8b4fd3ecd6c57cc510; 3216248606458db16bd58ae68fc13c33; 58c5c51d6e39e80f84be2a39cc4677a8; 6f67d94c0bab9c88fa4bc661f5c01006; 895cc0310e1ec8880587a025b4de25c5; bd62436e72b572461e548cf6e4bfdd7d; d0823ee866ead1526b62ea77fb86dde9; e6369fff40e443b558bbf80d6a5c43f6; ecd82512cc8da13211c6468d7a34dc18
BR0136,188630,093e0a1389e0cc0f644ceea470a3cc01; 31591362410b8a8b4fd3ecd6c57cc510; 3216248606458db16bd58ae68fc13c33; 58c5c51d6e39e80f84be2a39cc4677a8; 895cc0310e1ec8880587a025b4de25c5; bd62436e72b572461e548cf6e4bfdd7d; d0823ee866ead1526b62ea77fb86dde9; e6369fff40e443b558bbf80d6a5c43f6
BR0137,372701,37d8a5bf23e3a02150027ffea6a1e7f6; 845990194eeb50cd131954a55fecd655; 9d663d6fbbf9278fd6d1ff5b0f69fcf0
BR0138,1754,a0e80ca7d2bb3cb6df1766f5e88cc700; e54ba3b46441c641610ec42e56d62cfb
